Date,Disease_Name,Cases,Deaths,Area,,,,
22 July 10,Cholera,160,41,Egypt,,,,
5 July 10,Cholera,437,12,Egypt,,,,
8 June 10,Cholera,972,65,Viet Nam,,,,
6 May 10,Cholera,969,83,China,,,,
4 May 10,Cholera,399,23,China,,,,
21 April 10,Cholera,557,63,Indonesia,,,,
9 April 10,Cholera,769,22,Viet Nam,,,,
30 March 10,Cholera,781,61,China,,,,
29 March 10,Cholera,349,44,Viet Nam,,,,
16 March 10,Cholera,543,26,Indonesia,,,,
12 March 10,Cholera,409,31,Indonesia,,,,
4 March 10,Cholera,230,13,Indonesia,,,,
4 March 10,Cholera,831,21,Indonesia,,,,
17 February 10,Cholera,726,60,Indonesia,,,,
12 February 10,Cholera,40,79,Indonesia,,,,
10 February 10,Cholera,479,95,Viet Nam,,,,
8 February 10,Cholera,281,75,Indonesia,,,,
28 January 10,Cholera,755,95,Indonesia,,,,
21 December 09,Cholera,989,27,Indonesia,,,,
18 December 09,Cholera,637,42,Indonesia,,,,
11 December 09,Cholera,759,86,Indonesia,,,,
27 November 09,Cholera,120,21,Egypt,,,,
20 November 09,Cholera,488,89,Egypt,,,,
24 September 09,Cholera,131,57,Egypt,,,,
31 August 09,Cholera,373,94,Viet Nam,,,,
11 August 09,Cholera,568,6,Pakistan,,,,
1 July 09,Cholera,618,16,Indonesia,,,,
2 June 09,Cholera,912,7,Egypt,,,,
1 June 09,Cholera,864,66,Indonesia,,,,
28 May 09,Cholera,875,96,Pakistan,,,,
22 May 09,Cholera,534,33,MyanMarch,,,,
15 May 09,Cholera,28,39,Indonesia,,,,
6 May 09,Cholera,876,68,Indonesia,,,,
6 May 09,Cholera,365,58,China,,,,
23 April 09,Cholera,918,76,China,,,,
21 April 09,Cholera,350,72,Indonesia,,,,
17 April 09,Cholera,360,81,Indonesia,,,,
8 April 09,Cholera,9,39,Indonesia,,,,
8 April 09,Cholera,995,0,Indonesia,,,,
30 March 09,Cholera,444,79,Indonesia,,,,
23 March 09,Cholera,670,16,Indonesia,,,,
11 March 09,Cholera,838,71,Indonesia,,,,
10 March 09,Cholera,414,35,Indonesia,,,,
2 March 09,Cholera,936,61,Indonesia,,,,
27 February 09,Cholera,58,97,Viet Nam,,,,
24 February 09,Cholera,635,38,Indonesia,,,,
18 February 09,Cholera,625,77,Indonesia,,,,
11 February 09,Cholera,642,23,Indonesia,,,,
9 February 09,Cholera,454,82,Egypt,,,,
5 February 09,Cholera,923,26,Indonesia,,,,
2 February 09,Cholera,441,52,Viet Nam  ,,,,
27 January 09,Cholera,823,38,Indonesia,,,,
26 January 09,Cholera,460,58,Egypt,,,,
24 January 09,Cholera,943,69,Indonesia,,,,
22 January 09,Cholera,178,67,Egypt,,,,
19 January 09,Cholera,183,71,Egypt,,,,
14 January 09,Cholera,139,24,Indonesia,,,,
11 January 09,Cholera,338,83,China,,,,
7 January 09,Cholera,455,97,the United Kingdom,,,,
7 January 09,Cholera,562,15,Indonesia,,,,
16 December 08,Cholera,945,26,China,,,,
12 December 08,Cholera,95,33,the United Kingdom,,,,
9 December 08,Cholera,448,27,Indonesia,,,,
10 September 08,Cholera,517,58,Indonesia,,,,
19 June 08,Cholera,430,89,Egypt,,,,
28 May 08,Cholera,548,98,Cambodia,,,,
30 April 08,Cholera,57,73,Egypt,,,,
17 April 08,Cholera,658,9,Egypt,,,,
15 April 08,Cholera,186,77,China,,,,
8 April 08,Cholera,310,86,Egypt,,,,
3 April 08,Cholera,620,87,Egypt,,,,
2 April 08,Cholera,901,72,Egypt,,,,
18 March 08,Cholera,421,83,Egypt,,,,
11 March 08,Cholera,200,46,Lao People's Democratic Republic,,,,
5 March 08,Cholera,581,65,Egypt,,,,
4 March 08,Cholera,416,35,Egypt,,,,
28 February 08,Cholera,761,41,Lao People's Democratic Republic,,,,
26 February 08,Cholera,495,73,China,,,,
26 February 08,Cholera,107,33,Egypt,,,,
22 February 08,Cholera,268,98,Lao People's Democratic Republic,,,,
21 February 08,Cholera,951,3,Egypt,,,,
21 February 08,Cholera,522,45,Egypt,,,,
20 February 08,Cholera,552,41,Egypt,,,,
15 February 08,Cholera,584,35,Egypt,,,,
12 February 08,Cholera,900,29,Nigeria,,,,
5 February 08,Cholera,606,9,Nigeria,,,,
1 February 08,Cholera,141,59,Indonesia,,,,
30 January 08,Cholera,819,69,Indonesia,,,,
29 January 08,Cholera,803,83,Egypt,,,,
24 January 08,Cholera,748,85,Egypt,,,,
24 January 08,Cholera,540,72,Indonesia,,,,
23 January 08,Cholera,336,98,Indonesia,,,,
21 January 08,Cholera,591,49,Indonesia,,,,
18 January 08,Cholera,652,1,China,,,,
15 January 08,Cholera,3,42,Indonesia,,,,
11 January 08,Cholera,666,15,Egypt,,,,
3 January 08,Cholera,20,48,Indonesia,,,,
2 January 08,Cholera,227,73,Indonesia,,,,
28 December 07,Cholera,173,41,Egypt,,,,
28 December 07,Cholera,996,30,Indonesia,,,,
27 December 07,Cholera,127,85,Egypt,,,,
26 December 07,Cholera,16,86,Indonesia,,,,
26 December 07,Cholera,855,66,Indonesia,,,,
18 December 07,Cholera,700,78,Indonesia,,,,
15 December 07,Cholera,262,43,Thailand,,,,
14 December 07,Cholera,127,20,Indonesia,,,,
13 December 07,Cholera,634,48,Iraq,,,,
12 December 07,Cholera,393,0,Indonesia,,,,
9 December 07,Cholera,254,16,Indonesia,,,,
4 December 07,Cholera,168,16,Indonesia,,,,
12 November 07,Cholera,20,3,Indonesia,,,,
5 November 07,Cholera,618,6,Indonesia,,,,
31 October 07,Cholera,420,94,China,,,,
25 October 07,Cholera,44,5,Indonesia,,,,
17 October 07,Cholera,159,42,Indonesia,,,,
12 October 07,Cholera,739,78,China,,,,
8 October 07,Cholera,422,29,Indonesia,,,,
2 October 07,Cholera,165,67,Thailand,,,,
10 September 07,Cholera,239,56,Thailand,,,,
31 August 07,Cholera,390,71,Indonesia,,,,
23 August 07,Cholera,436,11,Indonesia,,,,
16 August 07,Cholera,387,19,Indonesia,,,,
14 August 07,Cholera,694,76,H5N1,,,,
25 July 07,Cholera,52,76,Indonesia,,,,
11 July 07,Cholera,953,51,China,,,,
29 June 07,Cholera,990,35,Indonesia,,,,
25 June 07,Cholera,706,73,Indonesia,,,,
25 June 07,Cholera,293,99,Indonesia,,,,
15 June 07,Cholera,594,31,Indonesia,,,,
12 June 07,Cholera,786,73,Indonesia,,,,
11 June 07,Cholera,876,91,Indonesia,,,,
6 June 07,Cholera,162,74,Indonesia,,,,
4 June 07,Cholera,939,52,Indonesia,,,,
4 June 07,Cholera,553,3,Egypt,,,,
31 May 07,Cholera,315,44,Indonesia,,,,
30 May 07,Cholera,214,65,Djibouti,,,,
29 May 07,Cholera,168,8,Indonesia,,,,
24 May 07,Cholera,811,93,Egypt,,,,
16 May 07,Cholera,456,80,Egypt,,,,
11 April 07,Cholera,792,52,China,,,,
10 April 07,Cholera,809,4,Egypt,,,,
10 April 07,Cholera,621,59,China,,,,
2 April 07,Cholera,6,22,China,,,,
29 March 07,Cholera,878,34,Indonesia,,,,
28 March 07,Cholera,80,55,Egypt,,,,
27 March 07,Cholera,166,94,Indonesia,,,,
20 March 07,Cholera,776,44,AzerbaiJanuary,,,,
19 March 07,Cholera,944,70,Egypt,,,,
16 March 07,Cholera,619,90,Egypt,,,,
15 March 07,Cholera,354,11,Egypt,,,,
12 March 07,Cholera,865,17,AzerbaiJanuary,,,,
8 March 07,Cholera,907,14,Egypt,,,,
1 March 07,Cholera,628,43,AzerbaiJanuary,,,,
1 March 07,Cholera,475,89,AzerbaiJanuary,,,,
27 February 07,Cholera,112,62,Germany,,,,
19 February 07,Cholera,381,21,Nigeria,,,,
16 February 07,Cholera,287,6,H5N1,,,,
15 February 07,Cholera,56,0,Niger,,,,
6 February 07,Cholera,953,81,Nigeria,,,,
22 February 18,Avian influenza ,301,98,China,,,,
26 October 17,Avian influenza ,747,64,China,,,,
13 September 17,Avian influenza ,823,32,China,,,,
5 September 17,Avian influenza ,247,59,China,,,,
7 August 17,Avian influenza ,840,98,China,,,,
19 July 17,Avian influenza ,612,83,China,,,,
28 June 17,Avian influenza ,438,87,China,,,,
8 June 17,Avian influenza ,739,45,China,,,,
23 May 17,Avian influenza ,521,46,China,,,,
18 May 17,Avian influenza ,649,20,China,,,,
9 May 17,Avian influenza ,736,50,China,,,,
1 May 17,Avian influenza ,362,79,China,,,,
20 April 17,Avian influenza ,732,89,China,,,,
18 April 17,Avian influenza ,742,78,China,,,,
5 April 17,Avian influenza ,511,23,China,,,,
3 April 17,Avian influenza ,151,77,China,,,,
23 March 17,Avian influenza ,229,35,China,,,,
16 March 17,Avian influenza ,402,83,China,,,,
15 March 17,Avian influenza ,198,47,China,,,,
27 February 17,Avian influenza ,875,57,China,,,,
22 February 17,Avian influenza ,518,71,China,,,,
20 February 17,Avian influenza ,533,56,China,,,,
18 January 17,Avian influenza ,164,14,China,,,,
17 January 17,Avian influenza ,20,44,China,,,,
3 January 17,Avian influenza ,504,49,China,,,,
23 December 16,Avian influenza ,577,99,China,,,,
19 December 16,Avian influenza ,0,26,China,,,,
19 December 16,Avian influenza ,520,89,China,,,,
7 December 16,Avian influenza ,781,28,China,,,,
17 November 16,Avian influenza ,131,21,China,,,,
17 August 16,Avian influenza ,64,19,China,,,,
22 July 16,Avian influenza ,867,4,China,,,,
1 July 16,Avian influenza ,559,63,China,,,,
8 June 16,Avian influenza ,741,36,China,,,,
17 May 16,Avian influenza ,199,10,China,,,,
10 May 16,Avian influenza ,7,25,China,,,,
6 May 16,Avian influenza ,946,50,China,,,,
3 May 16,Avian influenza ,431,85,China,,,,
26 April 16,Avian influenza ,312,24,China,,,,
29 March 16,Avian influenza ,226,18,China,,,,
23 March 16,Avian influenza ,457,55,China,,,,
23 March 16,Avian influenza ,190,49,China,,,,
25 February 16,Avian influenza ,822,99,China,,,,
10 February 16,Avian influenza ,28,53,China,,,,
26 January 16,Avian influenza ,489,31,China,,,,
19 January 16,Avian influenza ,144,34,China,,,,
11 January 16,Avian influenza ,479,50,China,,,,
4 January 16,Avian influenza ,438,70,China,,,,
17 December 15,Avian influenza ,564,92,China,,,,
13 November 15,Avian influenza ,495,34,China,,,,
19 October 15,Avian influenza ,48,31,China,,,,
18 July 15,Avian influenza ,362,50,China,,,,
14 July 15,Avian influenza ,494,33,China,,,,
15 June 15,Avian influenza ,559,38,China,,,,
14 May 15,Avian influenza ,607,36,China,,,,
15 April 15,Avian influenza ,790,71,China,,,,
11 March 15,Avian influenza ,284,41,China,,,,
26 February 15,Avian influenza ,275,87,China,,,,
12 February 15,Avian influenza ,581,82,China,,,,
8 February 15,Avian influenza ,198,0,China,,,,
1 February 15,Avian influenza ,226,36,China,,,,
27 January 15,Avian influenza ,624,13,China,,,,
19 January 15,Avian influenza ,875,36,China,,,,
30 December 14,Avian influenza ,555,71,China,,,,
28 December 14,Avian influenza ,793,95,China,,,,
24 December 14,Avian influenza ,123,44,China,,,,
18 November 14,Avian influenza ,324,71,China,,,,
29 October 14,Avian influenza ,548,1,A(H5N1,,,,
4 September 14,Avian influenza ,225,83,China,,,,
27 June 14,Avian influenza ,500,37,China,,,,
24 June 14,Avian influenza ,717,52,China,,,,
18 June 14,Avian influenza ,390,92,China,,,,
10 June 14,Avian influenza ,624,44,China,,,,
28 May 14,Avian influenza ,64,88,China,,,,
22 May 14,Avian influenza ,321,27,China,,,,
15 May 14,Avian influenza ,765,55,China,,,,
1 May 14,Avian influenza ,353,24,China,,,,
24 April 14,Avian influenza ,43,51,China,,,,
16 April 14,Avian influenza ,257,25,China,,,,
15 April 14,Avian influenza ,806,21,China,,,,
14 April 14,Avian influenza ,221,36,China,,,,
11 April 14,Avian influenza ,682,51,China,,,,
10 April 14,Avian influenza ,192,32,China,,,,
8 April 14,Avian influenza ,802,53,China,,,,
8 April 14,Avian influenza ,261,71,China,,,,
4 April 14,Avian influenza ,886,53,China,,,,
3 April 14,Avian influenza ,373,27,China,,,,
28 March 14,Avian influenza ,313,29,China,,,,
27 March 14,Avian influenza ,326,10,China,,,,
20 March 14,Avian influenza ,992,7,Cambodia,,,,
20 March 14,Avian influenza ,825,16,Indonesia,,,,
17 March 14,Avian influenza ,731,57,Indonesia,,,,
11 March 14,Avian influenza ,318,25,Egypt,,,,
11 March 14,Avian influenza ,436,78,China,,,,
10 March 14,Avian influenza ,856,26,Hong Kong Special Administrative Region,,,,
7 March 14,Avian influenza ,210,57,Hong Kong,,,,
5 March 14,Avian influenza ,502,14,Cambodia,,,,
3 March 14,Avian influenza ,978,50,Indonesia,,,,
27 February 14,Avian influenza ,112,24,Egypt,,,,
27 February 14,Avian influenza ,964,83,Cambodia,,,,
24 February 14,Avian influenza ,23,20,Egypt,,,,
18 February 14,Avian influenza ,786,60,Indonesia,,,,
17 February 14,Avian influenza ,280,34,Egypt,,,,
17 February 14,Avian influenza ,796,46,Indonesia,,,,
14 February 14,Avian influenza ,655,6,Viet Nam,,,,
11 February 14,Avian influenza ,339,3,Bangladesh,,,,
10 February 14,Avian influenza ,988,53,Viet Nam,,,,
7 February 14,Avian influenza ,510,40,Bangladesh,,,,
5 February 14,Avian influenza ,546,67,Indonesia,,,,
5 February 14,Avian influenza ,811,98,Egypt,,,,
4 February 14,Avian influenza ,638,34,Egypt,,,,
3 February 14,Avian influenza ,643,68,Egypt,,,,
1 February 14,Avian influenza ,660,73,Indonesia,,,,
31 January 14,Avian influenza ,497,69,Viet Nam,,,,
30 January 14,Avian influenza ,696,92,China,,,,
29 January 14,Avian influenza ,787,19,Viet Nam,,,,
27 January 14,Avian influenza ,314,90,Indonesia,,,,
25 January 14,Avian influenza ,33,42,Egypt,,,,
23 January 14,Avian influenza ,412,73,Cambodia,,,,
22 January 14,Avian influenza ,430,9,Indonesia,,,,
20 January 14,Avian influenza ,506,88,Egypt,,,,
20 January 14,Avian influenza ,624,26,China,,,,
17 January 14,Avian influenza ,971,72,Egypt,,,,
16 January 14,Avian influenza ,463,53,Egypt,,,,
15 January 14,Avian influenza ,28,54,Egypt,,,,
14 January 14,Avian influenza ,398,88,the United States of America,,,,
13 January 14,Avian influenza ,153,11,Indonesia,,,,
10 January 14,Avian influenza ,223,65,Egypt,,,,
9 January 14,Avian influenza ,341,20,Indonesia,,,,
9 January 14,Avian influenza ,290,16,Indonesia,,,,
7 January 14,Avian influenza ,100,24,Cambodia,,,,
6 January 14,Avian influenza ,72,34,Egypt,,,,
17 December 13,Avian influenza ,502,60,Cambodia,,,,
10 December 13,Avian influenza ,9,7,Egypt,,,,
6 November 13,Avian influenza ,553,32,Egypt,,,,
24 October 13,Avian influenza ,941,79,Cambodia,,,,
16 October 13,Avian influenza ,470,73,Indonesia,,,,
11 August 13,Avian influenza ,354,56,Egypt,,,,
20 July 13,Avian influenza ,227,91,Indonesia,,,,
4 July 13,Avian influenza ,162,17,Egypt,,,,
29 May 13,Avian influenza ,181,30,Cambodia,,,,
17 May 13,Avian influenza ,498,84,Bangladesh,,,,
8 May 13,Avian influenza ,671,53,Egypt,,,,
7 May 13,Avian influenza ,440,51,Cambodia,,,,
2 May 13,Avian influenza ,280,69,Egypt,,,,
29 April 13,Avian influenza ,795,61,Indonesia,,,,
25 April 13,Avian influenza ,136,53,Egypt,,,,
23 April 13,Avian influenza ,58,84,Indonesia,,,,
22 April 13,Avian influenza ,186,0,Bangladesh,,,,
21 April 13,Avian influenza ,3,2,Egypt,,,,
20 April 13,Avian influenza ,959,31,Indonesia,,,,
19 April 13,Avian influenza ,306,11,Egypt,,,,
18 April 13,Avian influenza ,182,92,Egypt,,,,
17 April 13,Avian influenza ,389,32,Indonesia,,,,
16 April 13,Avian influenza ,844,27,Egypt,,,,
15 April 13,Avian influenza ,392,15,Cambodia,,,,
14 April 13,Avian influenza ,93,65,Cambodia,,,,
13 April 13,Avian influenza ,447,37,Egypt,,,,
12 April 13,Avian influenza ,710,2,Egypt,,,,
11 April 13,Avian influenza ,740,0,Egypt,,,,
10 April 13,Avian influenza ,265,24,Egypt,,,,
9 April 13,Avian influenza ,596,92,Egypt,,,,
7 April 13,Avian influenza ,803,20,Indonesia,,,,
6 April 13,Avian influenza ,92,66,Egypt,,,,
5 April 13,Avian influenza ,166,91,China,,,,
4 April 13,Avian influenza ,665,1,Hong Kong Special Administrative Region,,,,
3 April 13,Avian influenza ,246,7,Hong Kong,,,,
1 April 13,Avian influenza ,423,40,Indonesia,,,,
1 February 13,Avian influenza ,411,52,Egypt,,,,
10 August 12,Avian influenza ,10,19,Egypt,,,,
6 July 12,Avian influenza ,259,6,Indonesia,,,,
7 June 12,Avian influenza ,181,3,Egypt,,,,
5 June 12,Avian influenza ,88,27,Indonesia,,,,
29 May 12,Avian influenza ,477,8,Indonesia,,,,
2 May 12,Avian influenza ,312,52,China,,,,
12 April 12,Avian influenza ,805,45,Indonesia,,,,
5 April 12,Avian influenza ,148,64,Cambodia,,,,
2 April 12,Avian influenza ,44,37,Viet Nam,,,,
26 March 12,Avian influenza ,235,80,Egypt,,,,
19 March 12,Avian influenza ,851,70,Egypt,,,,
12 March 12,Avian influenza ,189,8,Viet Nam,,,,
12 March 12,Avian influenza ,964,92,Viet Nam,,,,
7 March 12,Avian influenza ,129,88,Egypt,,,,
5 March 12,Avian influenza ,36,85,Viet Nam,,,,
2 March 12,Avian influenza ,61,97,Egypt,,,,
1 March 12,Avian influenza ,306,8,Egypt,,,,
28 February 12,Avian influenza ,154,0,Indonesia,,,,
24 February 12,Avian influenza ,170,41,Egypt,,,,
22 February 12,Avian influenza ,631,73,Egypt,,,,
21 February 12,Avian influenza ,216,38,Egypt,,,,
8 February 12,Avian influenza ,964,42,Egypt,,,,
24 January 12,Avian influenza ,317,70,Cambodia,,,,
20 January 12,Avian influenza ,172,8,Viet Nam,,,,
19 January 12,Avian influenza ,858,91,Egypt,,,,
19 January 12,Avian influenza ,304,4,Egypt,,,,
16 January 12,Avian influenza ,453,40,Egypt,,,,
11 January 12,Avian influenza ,241,17,Egypt,,,,
5 January 12,Avian influenza ,767,94,Egypt,,,,
5 January 12,Avian influenza ,240,4,Egypt,,,,
21 December 11,Avian influenza ,73,0,Egypt,,,,
15 December 11,Avian influenza ,230,2,Egypt,,,,
29 November 11,Avian influenza ,879,43,Egypt,,,,
24 November 11,Avian influenza ,578,20,Egypt,,,,
15 November 11,Avian influenza ,566,60,Egypt,,,,
2 November 11,Avian influenza ,425,65,Viet Nam,,,,
26 October 11,Avian influenza ,718,34,Egypt,,,,
10 October 11,Avian influenza ,570,69,Egypt,,,,
19 August 11,Avian influenza ,798,24,Egypt,,,,
9 August 11,Avian influenza ,894,84,Egypt,,,,
2 August 11,Avian influenza ,763,68,Egypt,,,,
22 June 11,Avian influenza ,315,47,Viet Nam,,,,
16 June 11,Avian influenza ,863,83,Egypt,,,,
10 June 11,Avian influenza ,951,21,Egypt,,,,
3 June 11,Avian influenza ,121,72,Egypt,,,,
1 June 11,Avian influenza ,194,40,Egypt,,,,
13 May 11,Avian influenza ,175,55,Egypt,,,,
21 April 11,Avian influenza ,106,86,Viet Nam,,,,
21 April 11,Avian influenza ,175,13,Viet Nam,,,,
11 April 11,Avian influenza ,261,75,Viet Nam,,,,
11 April 11,Avian influenza ,405,74,Viet Nam,,,,
11 April 11,Avian influenza ,754,29,Egypt,,,,
6 April 11,Avian influenza ,281,95,Egypt,,,,
1 April 11,Avian influenza ,118,1,China,,,,
29 March 11,Avian influenza ,467,63,China,,,,
25 March 11,Avian influenza ,963,84,Egypt,,,,
16 March 11,Avian influenza ,930,50,China,,,,
15 March 11,Avian influenza ,610,36,Indonesia,,,,
14 March 11,Avian influenza ,450,48,China,,,,
10 March 11,Avian influenza ,631,71,Egypt,,,,
7 March 11,Avian influenza ,795,85,Viet Nam,,,,
2 March 11,Avian influenza ,338,25,China,,,,
28 February 11,Avian influenza ,95,45,Viet Nam,,,,
25 February 11,Avian influenza ,290,22,Egypt,,,,
9 February 11,Avian influenza ,196,53,Cambodia,,,,
2 February 11,Avian influenza ,261,37,Indonesia,,,,
20 January 11,Avian influenza ,428,38,Indonesia,,,,
13 January 11,Avian influenza ,801,33,Indonesia,,,,
5 January 11,Avian influenza ,946,56,Bangladesh,,,,
29 December 10,Avian influenza ,220,85,Indonesia,,,,
9 December 10,Avian influenza ,95,50,Egypt,,,,
8 December 10,Avian influenza ,794,14,Egypt,,,,
19 November 10,Avian influenza ,797,75,Egypt,,,,
18 October 10,Avian influenza ,263,83,Pakistan,,,,
31 August 10,Avian influenza ,762,26,Indonesia,,,,
12 August 10,Avian influenza ,835,59,Viet Nam,,,,
3 August 10,Avian influenza ,222,3,Egypt,,,,
29 July 10,Avian influenza ,750,82,Egypt,,,,
22 July 10,Avian influenza ,221,62,Egypt,,,,
5 July 10,Avian influenza ,527,69,Egypt,,,,
8 June 10,Avian influenza ,465,31,Viet Nam,,,,
6 May 10,Avian influenza ,661,35,China,,,,
4 May 10,Avian influenza ,385,97,China,,,,
21 April 10,Avian influenza ,474,89,Indonesia,,,,
9 April 10,Avian influenza ,336,29,Viet Nam,,,,
30 March 10,Avian influenza ,342,27,China,,,,
29 March 10,Avian influenza ,470,60,Viet Nam,,,,
16 March 10,Avian influenza ,924,32,Indonesia,,,,
12 March 10,Avian influenza ,522,13,Indonesia,,,,
4 March 10,Avian influenza ,492,67,Indonesia,,,,
4 March 10,Avian influenza ,338,36,Indonesia,,,,
17 February 10,Avian influenza ,482,43,Indonesia,,,,
12 February 10,Avian influenza ,789,9,Indonesia,,,,
10 February 10,Avian influenza ,149,57,Viet Nam,,,,
8 February 10,Avian influenza ,611,65,Indonesia,,,,
28 January 10,Avian influenza ,860,59,Indonesia,,,,
21 December 09,Avian influenza ,189,74,Indonesia,,,,
18 December 09,Avian influenza ,643,95,Indonesia,,,,
11 December 09,Avian influenza ,476,98,Indonesia,,,,
27 November 09,Avian influenza ,674,93,Egypt,,,,
20 November 09,Avian influenza ,333,31,Egypt,,,,
24 September 09,Avian influenza ,577,43,Egypt,,,,
31 August 09,Avian influenza ,971,99,Viet Nam,,,,
11 August 09,Avian influenza ,794,60,Pakistan,,,,
1 July 09,Avian influenza ,807,26,Indonesia,,,,
2 June 09,Avian influenza ,746,39,Egypt,,,,
1 June 09,Avian influenza ,33,87,Indonesia,,,,
28 May 09,Avian influenza ,35,93,Pakistan,,,,
22 May 09,Avian influenza ,615,32,MyanMarch,,,,
15 May 09,Avian influenza ,102,24,Indonesia,,,,
6 May 09,Avian influenza ,26,91,Indonesia,,,,
6 May 09,Avian influenza ,117,51,China,,,,
23 April 09,Avian influenza ,165,39,China,,,,
21 April 09,Avian influenza ,398,16,Indonesia,,,,
17 April 09,Avian influenza ,3,46,Indonesia,,,,
8 April 09,Avian influenza ,463,67,Indonesia,,,,
8 April 09,Avian influenza ,715,37,Indonesia,,,,
30 March 09,Avian influenza ,206,18,Indonesia,,,,
23 March 09,Avian influenza ,950,43,Indonesia,,,,
11 March 09,Avian influenza ,817,11,Indonesia,,,,
10 March 09,Avian influenza ,682,14,Indonesia,,,,
2 March 09,Avian influenza ,567,39,Indonesia,,,,
27 February 09,Avian influenza ,681,80,Viet Nam,,,,
24 February 09,Avian influenza ,514,25,Indonesia,,,,
18 February 09,Avian influenza ,177,27,Indonesia,,,,
11 February 09,Avian influenza ,684,31,Indonesia,,,,
9 February 09,Avian influenza ,536,11,Egypt,,,,
5 February 09,Avian influenza ,631,74,Indonesia,,,,
2 February 09,Avian influenza ,940,78,Viet Nam  ,,,,
27 January 09,Avian influenza ,400,10,Indonesia,,,,
26 January 09,Avian influenza ,347,95,Egypt,,,,
24 January 09,Avian influenza ,513,56,Indonesia,,,,
22 January 09,Avian influenza ,495,77,Egypt,,,,
19 January 09,Avian influenza ,254,96,Egypt,,,,
14 January 09,Avian influenza ,466,16,Indonesia,,,,
11 January 09,Avian influenza ,629,26,China,,,,
7 January 09,Avian influenza ,663,68,the United Kingdom,,,,
7 January 09,Avian influenza ,88,13,Indonesia,,,,
16 December 08,Avian influenza ,585,81,China,,,,
12 December 08,Avian influenza ,809,35,the United Kingdom,,,,
9 December 08,Avian influenza ,599,43,Indonesia,,,,
10 September 08,Avian influenza ,48,82,Indonesia,,,,
19 June 08,Avian influenza ,53,12,Egypt,,,,
28 May 08,Avian influenza ,604,36,Cambodia,,,,
30 April 08,Avian influenza ,531,48,Egypt,,,,
17 April 08,Avian influenza ,591,86,Egypt,,,,
15 April 08,Avian influenza ,923,19,China,,,,
8 April 08,Avian influenza ,684,28,Egypt,,,,
3 April 08,Avian influenza ,155,38,Egypt,,,,
2 April 08,Avian influenza ,741,74,Egypt,,,,
18 March 08,Avian influenza ,643,51,Egypt,,,,
11 March 08,Avian influenza ,579,12,Lao People's Democratic Republic,,,,
5 March 08,Avian influenza ,482,43,Egypt,,,,
4 March 08,Avian influenza ,397,80,Egypt,,,,
28 February 08,Avian influenza ,746,59,Lao People's Democratic Republic,,,,
26 February 08,Avian influenza ,371,26,China,,,,
26 February 08,Avian influenza ,339,14,Egypt,,,,
22 February 08,Avian influenza ,195,95,Lao People's Democratic Republic,,,,
21 February 08,Avian influenza ,84,83,Egypt,,,,
21 February 08,Avian influenza ,358,1,Egypt,,,,
20 February 08,Avian influenza ,776,53,Egypt,,,,
15 February 08,Avian influenza ,980,97,Egypt,,,,
12 February 08,Avian influenza ,227,53,Nigeria,,,,
5 February 08,Avian influenza ,922,51,Nigeria,,,,
1 February 08,Avian influenza ,244,14,Indonesia,,,,
30 January 08,Avian influenza ,546,10,Indonesia,,,,
29 January 08,Avian influenza ,973,62,Egypt,,,,
24 January 08,Avian influenza ,751,25,Egypt,,,,
24 January 08,Avian influenza ,126,21,Indonesia,,,,
23 January 08,Avian influenza ,659,95,Indonesia,,,,
21 January 08,Avian influenza ,774,84,Indonesia,,,,
18 January 08,Avian influenza ,998,32,China,,,,
15 January 08,Avian influenza ,103,88,Indonesia,,,,
11 January 08,Avian influenza ,150,58,Egypt,,,,
3 January 08,Avian influenza ,124,86,Indonesia,,,,
2 January 08,Avian influenza ,425,5,Indonesia,,,,
28 December 07,Avian influenza ,471,96,Egypt,,,,
28 December 07,Avian influenza ,639,8,Indonesia,,,,
27 December 07,Avian influenza ,691,84,Egypt,,,,
26 December 07,Avian influenza ,430,78,Indonesia,,,,
26 December 07,Avian influenza ,958,85,Indonesia,,,,
18 December 07,Avian influenza ,176,4,Indonesia,,,,
15 December 07,Avian influenza ,499,44,Thailand,,,,
14 December 07,Avian influenza ,145,16,Indonesia,,,,
13 December 07,Avian influenza ,441,95,Iraq,,,,
12 December 07,Avian influenza ,456,72,Indonesia,,,,
9 December 07,Avian influenza ,223,64,Indonesia,,,,
4 December 07,Avian influenza ,71,96,Indonesia,,,,
12 November 07,Avian influenza ,46,21,Indonesia,,,,
5 November 07,Avian influenza ,229,70,Indonesia,,,,
31 October 07,Avian influenza ,822,99,China,,,,
25 October 07,Avian influenza ,893,84,Indonesia,,,,
17 October 07,Avian influenza ,973,4,Indonesia,,,,
12 October 07,Avian influenza ,373,22,China,,,,
8 October 07,Avian influenza ,964,29,Indonesia,,,,
2 October 07,Avian influenza ,577,71,Thailand,,,,
10 September 07,Avian influenza ,690,47,Thailand,,,,
31 August 07,Avian influenza ,616,66,Indonesia,,,,
23 August 07,Avian influenza ,886,6,Indonesia,,,,
16 August 07,Avian influenza ,854,17,Indonesia,,,,
14 August 07,Avian influenza ,533,45,H5N1,,,,
25 July 07,Avian influenza ,185,76,Indonesia,,,,
11 July 07,Avian influenza ,901,10,China,,,,
29 June 07,Avian influenza ,654,90,Indonesia,,,,
25 June 07,Avian influenza ,788,81,Indonesia,,,,
25 June 07,Avian influenza ,494,85,Indonesia,,,,
15 June 07,Avian influenza ,750,73,Indonesia,,,,
